"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"GivenDetectionAtD.15_pred[1]",0,2,7,2.7182,2.12047880611262,2,0.00870296460208721,0.4,59365,-0.0018466815625631,0.999995159568167,"GivenDetectionAtD.15_pred[1]",2.718,0,7
"GivenDetectionAtD.15_pred[2]",0,0,2,0.557933333333333,0.921334834096793,0,0.00382450799463048,0.4,58034,-0.00171540392909669,1.00019130375496,"GivenDetectionAtD.15_pred[2]",0.558,0,2
"Auxiliary_D.21_pred[1]",0,1,4,1.44168333333333,1.56205201572501,0,0.00637705065035382,0.4,60000,0.00311009351046066,1.00007369645484,"Auxiliary_D.21_pred[1]",1.442,0,4
"Auxiliary_D.21_pred[2]",0,0,3,0.6462,1.02718538338033,0,0.00435403975427873,0.4,55656,-0.00261095290901882,1.00005570408704,"Auxiliary_D.21_pred[2]",0.646,0,3
"Auxiliary_D.21_pred[3]",0,5,10,4.96018333333333,2.84558129772066,4,0.0116785479037481,0.4,59370,-0.00172991460624344,1.00012012332923,"Auxiliary_D.21_pred[3]",4.96,0,10
"GivenDetectionAtD.21_pred[1]",0,4,9,3.9385,2.57696108406921,3,0.0105203995716316,0.4,60000,0.000783846394772728,1.00004133959404,"GivenDetectionAtD.21_pred[1]",3.938,0,9
"GivenDetectionAtD.21_pred[2]",0,3,7,3.10956666666667,2.2829546667106,2,0.00942024490378996,0.4,58731,0.00122997348974172,1.00023062866823,"GivenDetectionAtD.21_pred[2]",3.11,0,7
"Auxiliary_D.22_pred[1]",0,0,3,0.809633333333333,1.19753264407675,0,0.00524856661064966,0.4,52059,-0.000671097996931317,0.999994790750409,"Auxiliary_D.22_pred[1]",0.81,0,3
"Auxiliary_D.22_pred[2]",0,3,8,3.44476666666667,2.43722142606977,2,0.0100820262833042,0.4,58438,0.00181414834856539,1.00001130187378,"Auxiliary_D.22_pred[2]",3.445,0,8
"Auxiliary_D.22_pred[3]",19,29,37,29.0285333333333,4.70945384287257,29,0.0194443293779222,0.4,58662,0.000359186888706209,1.00003135939863,"Auxiliary_D.22_pred[3]",29.029,19,37
"GivenDetectionAtD.22_pred[1]",19,29,37,28.9033833333333,4.6862865086416,29,0.0193010177743215,0.4,58952,-0.000242971604584375,1.00002585271832,"GivenDetectionAtD.22_pred[1]",28.903,19,37
"GivenDetectionAtD.22_pred[2]",0,4,9,4.37955,2.69985430799295,3,0.0110675926041458,0.4,59508,-0.00623083425670813,1.00005751810036,"GivenDetectionAtD.22_pred[2]",4.38,0,9
"Auxiliary_H.30_pred[1]",0,5,10,5.1032,2.87251700590832,4,0.0119456238050044,0.4,57824,0.00189743715893672,1.00007834699699,"Auxiliary_H.30_pred[1]",5.103,0,10
"Auxiliary_H.30_pred[2]",0,3,8,3.38268333333333,2.39168674143306,2,0.00967637251184331,0.4,61092,0.000620599487458929,0.999982141566963,"Auxiliary_H.30_pred[2]",3.383,0,8
"Auxiliary_H.30_pred[3]",21,30,38,29.6922666666667,4.61156386752303,29,0.0190780089754289,0.4,58429,-0.000863217928535465,1.00001759845976,"Auxiliary_H.30_pred[3]",29.692,21,38
