Index,KES,BND,BTC,WLK,MEN,NEW,VNS,MSD,BND.Natural
2010-02-25,3306,10488,20596,17621,178,975,2998,3227,18871
2010-02-26,3282,11053,14748,19946,156,1315,3614,3696,30936
2010-02-27,3308,17450,21769,17879,132,1395,3371,3702,39271
2010-02-28,3437,11292,21302,22800,119,1784,3729,3918,26112
2010-03-01,3363,9289,15443,21500,167,2142,4435,4655,19257
2010-03-02,3158,8479,12836,17625,241,2338,4079,4403,22553
2010-03-03,3289,15328,13486,15288,281,2357,3978,4314,36553
2010-03-04,3354,12458,21388,17363,296,2275,4115,4489,28322
2010-03-05,3347,9556,16446,21113,396,2597,4926,4991,22940
2010-03-06,3319,8412,13446,17946,517,2649,4697,5213,19598
2010-03-07,3328,7764,12031,15375,559,2602,4136,4744,17780
2010-03-08,3332,7355,11125,13888,580,2401,3878,4489,16750
2010-03-09,3241,7215,10768,12963,546,2172,3534,4320,15436
2010-03-10,3282,7131,10287,12525,534,1942,3243,3971,14593
2010-03-11,3248,6684,10029,11929,549,1789,2996,3663,13155
2010-03-12,3257,6718,9504,11521,546,1705,2801,3393,16339
2010-03-13,3275,9183,10258,11029,536,1593,2708,3362,16389
2010-03-14,3275,7334,11755,12213,550,1518,2602,3276,13324
2010-03-15,3259,6685,10212,12542,579,1522,2523,3145,12602
2010-03-16,3264,6541,9455,11450,609,1501,2475,3071,11907
2010-03-17,3271,6282,9153,10696,626,1468,2426,3075,15249
2010-03-18,3277,6284,8896,10233,626,1538,2398,NA,11425
2010-03-19,3279,6145,8741,9896,631,1554,2396,NA,12148
2010-03-20,3289,5999,8486,9653,657,1528,2378,NA,11309
2010-03-21,3299,5965,8325,9330,676,1518,2523,NA,11298
2010-03-22,3259,5946,8221,8982,698,1503,2857,NA,10011
2010-03-23,3257,5804,8116,8808,731,1461,2881,NA,10877
2010-03-24,3264,5713,7946,8595,728,1443,2685,NA,11719
2010-03-25,3270,5814,7767,8372,736,1400,2406,NA,11057
2010-03-26,3271,5859,7777,8238,758,1335,2258,NA,10805
2010-03-27,3290,5635,7686,8222,784,1295,2195,NA,10160
2010-03-28,3246,5479,7425,8045,798,1300,2172,NA,9752
2010-03-29,3280,5511,7330,7804,783,1274,2151,NA,12989
2010-03-30,3295,6218,7710,7740,776,1248,2090,NA,16015
2010-03-31,3255,6142,8863,8389,786,1217,2006,NA,15328
2010-04-01,3257,5834,8436,9075,824,1192,1910,NA,13959
2010-04-02,3301,5759,7926,8673,884,1169,2052,NA,15569
2010-04-03,3199,7383,7815,8211,941,1147,2789,NA,15356
2010-04-04,3362,6164,8784,8544,973,1162,3181,NA,16657
2010-04-05,3281,7770,8576,9012,996,1260,3556,4476,16912
2010-04-06,3294,6557,9474,9308,1003,1395,3718,4309,13040
2010-04-07,3296,6114,8468,9599,1005,1445,3803,4347,14138
2010-04-08,3306,5929,7947,8855,1025,1499,3861,4393,13726
2010-04-09,3295,5914,7741,8400,1041,1459,3781,4345,13720
2010-04-10,3321,5885,7799,8201,1035,1430,3723,4213,13349
2010-04-11,3326,5927,7878,8227,1049,1415,3650,4170,16567
2010-04-12,3332,12589,9687,8490,1031,1474,3874,4281,34976
2010-04-13,3332,16538,19432,12717,1020,1526,3934,4391,34416
2010-04-14,3329,10996,19699,19817,1017,1709,4353,4650,27563
2010-04-15,3843,10313,16554,19654,1010,1842,4468,4919,24617
2010-04-16,4620,9976,15173,17821,994,1829,4538,4917,20999
2010-04-17,4584,9201,13778,16167,944,1729,4682,5086,20605
2010-04-18,4628,8820,12426,14808,949,1614,4827,5327,19149
2010-04-19,4637,8700,11911,13450,954,1565,4866,5456,18462
2010-04-20,4614,11353,13161,13146,956,1543,5013,5668,23967
2010-04-21,4627,13000,18768,15200,967,1630,5359,6117,20703
2010-04-22,5572,10521,17416,18942,952,1778,5378,6290,17002
2010-04-23,5505,9682,14145,17788,832,2151,5383,6382,15607
2010-04-24,6407,9615,12604,15133,670,2431,5377,6600,13761
2010-04-25,6494,9720,12070,13667,586,2578,5595,6822,14480
2010-04-26,6591,9620,11568,12946,652,2588,5635,6768,14572
2010-04-27,6594,10200,11053,12175,725,2552,5551,6560,22366
2010-04-28,6606,12100,13974,12008,671,2488,5378,NA,22018
2010-04-29,6600,11054,14268,14650,829,2373,5295,6550,19733
2010-04-30,6608,10288,12487,14396,1063,2105,5081,NA,17201
2010-05-01,7423,10177,11750,13038,1075,1813,4968,NA,14383
2010-05-02,7505,10308,11199,12075,1045,1652,5000,6175,16178
2010-05-03,7507,10171,11140,11475,1071,1601,4973,6244,15080
2010-05-04,7558,10178,10674,11067,1115,1633,4736,5937,14846
2010-05-05,7581,10118,10419,10508,1146,1776,5156,6097,14853
2010-05-06,7594,9913,9890,10051,1139,1914,5537,6737,13568
2010-05-07,7586,9764,9440,9315,1123,1805,5655,6838,12863
2010-05-08,7589,9665,9007,8488,1096,1770,5651,6841,13281
2010-05-09,7582,9670,8611,7735,1062,1779,5760,6949,13150
2010-05-10,7603,9944,8341,7230,959,1675,5933,6560,15894
2010-05-11,7561,10419,8507,7025,816,1503,5813,5822,15185
2010-05-12,7417,9758,8567,7323,731,1364,5619,5753,13561
2010-05-13,7501,9510,7915,7027,771,1245,5430,5578,13283
2010-05-14,8360,9757,7765,6276,791,1146,5055,5298,13128
2010-05-15,8574,10321,7999,5879,784,1142,4697,4964,13758
2010-05-16,8597,10388,8072,6047,769,1222,4698,4887,12624
2010-05-17,8485,10363,8389,6372,738,1249,4539,4618,11454
2010-05-18,8553,10646,8763,6739,667,1239,4264,4589,15436
2010-05-19,8287,10575,9072,7098,660,1263,4183,4499,13418
2010-05-20,8493,10817,9066,7308,691,1292,4193,4473,13830
2010-05-21,8495,10608,9274,7363,704,1259,4253,4505,12976
2010-05-22,8464,10775,9037,7350,697,1257,4226,4498,12668
2010-05-23,8453,10538,8984,7075,672,1245,4610,4687,10388
2010-05-24,8472,10463,9395,7318,734,1112,5068,5135,11544
2010-05-25,9188,11142,10161,7757,934,1147,4923,5114,13030
2010-05-26,9859,12767,10889,7950,1099,1127,4741,4950,13367
2010-05-27,10919,13521,11460,9115,1080,1188,4723,4897,14447
2010-05-28,12286,14725,11498,10871,1041,1293,4583,4829,13669
2010-05-29,14389,16867,12532,12233,1040,1353,4348,4648,12100
2010-05-30,14825,17004,14220,13300,1068,1416,4161,4465,11162
2010-05-31,14663,17267,14305,14292,1055,1438,4068,4315,12461
2010-06-01,10082,13417,14369,14513,998,1430,3989,4255,12732
2010-06-02,14613,16129,11698,14171,888,1467,3873,4151,12506
2010-06-03,14980,17750,13673,12558,814,1455,3819,4057,13574
2010-06-04,14808,17700,14847,13900,814,1375,3760,3996,15734
2010-06-05,14927,18033,15125,14704,816,1301,4079,4117,18292
2010-06-06,14958,17750,15376,15042,875,1209,4664,4805,16733
2010-06-07,14846,17525,15150,15133,964,1422,4280,4736,15795
2010-06-08,12984,16771,14869,14921,1038,1463,3899,4178,15614
2010-06-09,11246,14613,13691,14458,1093,1434,3712,3942,15340
2010-06-10,10835,13713,12060,13146,1111,1415,3623,3796,13734
2010-06-11,9992,12330,11214,11895,1116,1380,4331,4223,12306
2010-06-12,10941,13300,10088,10835,952,1382,5452,5261,12615
2010-06-13,10616,12633,10537,9949,804,1248,5652,5644,12117
2010-06-14,11562,12617,10098,9879,749,1164,5875,5751,11389
2010-06-15,10912,13263,9328,9325,725,1091,6109,6005,11911
2010-06-16,10861,12413,8888,8381,700,1014,5306,5558,11398
2010-06-17,10841,12367,8704,8040,679,915,4711,5027,10000
2010-06-18,10733,12388,8449,7796,653,843,3984,4368,9476
2010-06-19,10875,12225,8202,7495,607,826,3428,3707,9330
2010-06-20,10916,12333,8169,7320,607,810,3216,3480,8193
2010-06-21,10932,12263,8471,7425,634,810,3040,3254,9252
2010-06-22,10875,12242,8654,7734,625,820,2799,2908,8828
2010-06-23,10819,12104,8887,7989,595,767,2693,2760,8727
2010-06-24,10795,12117,8763,8111,570,736,2661,2695,8232
2010-06-25,10778,12075,8338,7979,569,661,2563,2623,8765
2010-06-26,10923,12171,8090,7529,554,667,2585,2582,8453
2010-06-27,11176,12358,8044,7250,522,693,2904,2783,8214
2010-06-28,11695,12908,8170,7284,459,726,3147,3120,8295
2010-06-29,11881,13208,8454,7323,443,691,3045,3094,8289
2010-06-30,11802,12858,8713,7559,485,626,3622,3562,7202
2010-07-01,11886,12929,8418,7706,532,598,3918,4019,6563
2010-07-02,11801,12767,8315,7522,571,587,3797,3966,6711
2010-07-03,11892,12821,8067,7464,581,585,3510,3723,6419
2010-07-04,11877,12829,8169,7218,627,580,3325,3503,6779
2010-07-05,11792,12733,8229,7326,685,574,3015,3205,6323
2010-07-06,11572,12663,8143,7322,693,566,2613,2726,5976
2010-07-07,11864,12550,8041,7125,699,621,2291,2377,5650
2010-07-08,12275,13158,7984,6926,711,587,2145,2196,6375
2010-07-09,12391,13300,8426,6992,707,557,1945,2020,6058
2010-07-10,12446,13442,8534,7185,700,571,1775,1867,6891
2010-07-11,12446,13546,8603,7245,672,545,1704,1601,6497
2010-07-12,12356,13088,8735,7290,659,518,1497,1487,5418
2010-07-13,12400,13238,8467,7381,645,521,1358,1576,6204
2010-07-14,12204,13079,8680,7305,626,524,1463,1593,5940
2010-07-15,12311,13171,8648,7461,647,529,1335,1423,5953
2010-07-16,12293,13004,8683,7379,689,530,1395,NA,5574
2010-07-17,12323,13121,8524,7401,730,497,1424,1533,5756
2010-07-18,12534,13138,8614,7339,711,492,1495,1591,5340
2010-07-19,12408,13242,8674,7484,675,483,1519,1687,5561
2010-07-20,12409,13129,8715,7642,647,468,1438,1506,5547
2010-07-21,11836,13013,8602,7580,646,460,1356,1439,5246
2010-07-22,12389,13046,8514,7464,638,462,1333,1368,5554
2010-07-23,12376,13067,8521,7369,628,440,1309,1324,5314
2010-07-24,12215,13063,8551,7398,625,434,1295,1292,5507
2010-07-25,12173,12850,8548,7440,626,458,1315,1233,4998
2010-07-26,12153,12838,8419,7397,568,497,1366,1388,5157
2010-07-27,12416,12929,8437,7356,524,515,1336,1348,4831
2010-07-28,12303,12825,8592,7358,560,461,1317,1274,5102
2010-07-29,12397,12892,8549,7484,588,368,1284,1329,5395
2010-07-30,12293,13100,8671,7508,593,353,1287,1227,5056
2010-07-31,12195,12883,8773,7754,554,341,1267,1233,4727
2010-08-01,12235,12825,8668,7807,535,342,1272,1174,4701
2010-08-02,12309,12979,8633,7703,579,375,1331,1259,5041
2010-08-03,12528,12904,8709,7788,634,432,1182,1203,5041
2010-08-04,12038,12879,8707,7788,669,417,1123,1006,5080
2010-08-05,11983,12688,8592,7825,664,414,1142,1185,4916
2010-08-06,11794,12454,8502,7618,643,403,1155,1160,4844
2010-08-07,11355,12117,8299,7486,626,358,1207,1237,4515
2010-08-08,10918,11671,8103,7376,607,361,1206,1243,4912
2010-08-09,11111,11604,7839,7231,559,393,1214,1120,4710
2010-08-10,10840,11588,7844,6895,523,395,1160,1085,4270
2010-08-11,10567,11250,7726,6890,533,368,1075,964,4634
2010-08-12,10366,10971,7510,6715,549,365,1070,902,4784
2010-08-13,10225,10813,7321,6458,523,345,1070,860,5221
2010-08-14,9944,10563,7123,6288,491,342,1093,885,5487
2010-08-15,9835,10413,6969,6186,503,381,1074,1029,5185
2010-08-16,9975,10342,6847,6036,469,405,1070,1085,5148
2010-08-17,10028,10533,6919,5970,461,446,1100,1055,4125
2010-08-18,9837,10308,7696,6318,533,422,1099,1016,4610
2010-08-19,9569,10000,7382,6718,604,403,1074,962,4785
2010-08-20,9355,9716,6912,6433,611,365,1145,1046,4785
2010-08-21,9249,9649,6513,5946,576,368,1139,1013,4472
2010-08-22,9215,9630,6445,5623,544,376,1136,1033,4900
2010-08-23,9287,9619,6503,5628,504,364,1179,1082,3203
2010-08-24,8993,9564,6554,5687,500,336,1083,992,4637
2010-08-25,9097,9568,6408,5775,493,331,1039,880,4935
2010-08-26,8936,9468,6421,5619,441,322,1025,857,4602
2010-08-27,8700,9303,6326,5648,401,322,1048,920,3649
2010-08-28,8487,9085,6233,5506,378,335,1052,858,4280
2010-08-29,8615,9128,6179,5478,376,375,1197,1079,4086
2010-08-30,8589,9125,6334,5475,391,444,1314,1214,4086
2010-08-31,8321,8947,6517,5808,399,524,1369,1314,4026
2010-09-01,8634,9112,6396,6016,410,535,1290,1223,4446
2010-09-02,8448,8960,6637,6040,378,481,1313,1261,4744
2010-09-03,8417,8943,6583,6367,351,453,1336,1370,5149
2010-09-04,8450,9132,6579,6407,330,442,1226,1288,4736
2010-09-05,8189,8789,6731,6543,316,431,1252,1224,4101
2010-09-06,8037,8534,6503,6689,293,436,1378,1409,4240
2010-09-07,8127,8569,6339,6525,262,427,1275,1257,4296
2010-09-08,8135,8670,6399,6400,243,503,1283,1152,4734
2010-09-09,8064,8815,6685,6654,263,803,1359,1219,3976
2010-09-10,8176,8745,6947,7043,302,1293,1434,1251,3078
2010-09-11,8133,8720,6985,7475,290,1681,1747,1560,3078
2010-09-12,7931,8585,7115,7764,262,1908,2111,1986,3941
2010-09-13,7601,8264,7257,8060,276,2023,2473,2479,4538
2010-09-14,7548,8164,7107,8211,300,2016,2517,2595,5665
2010-09-15,7419,8054,6916,8128,338,1563,2573,2664,5607
2010-09-16,7254,8015,6787,7960,357,1195,2330,2519,5607
2010-09-17,7029,7749,6796,7897,333,1077,2152,2276,5527
2010-09-18,6856,7661,6804,7969,299,1000,2056,2159,6329
2010-09-19,6756,7516,6834,7984,280,894,2032,2118,6009
2010-09-20,6714,7430,6882,7968,266,811,1962,2041,5324
2010-09-21,6707,7458,6879,7953,255,697,1842,1892,4806
2010-09-22,6586,7410,6951,7953,250,614,1713,1765,5318
2010-09-23,6747,7411,6919,8020,277,600,1612,1662,5106
2010-09-24,6647,7378,6924,7944,300,586,1604,1686,4798
2010-09-25,6653,7328,6858,7965,333,560,1586,1635,4845
2010-09-26,6582,7308,6747,7813,351,550,1605,1647,4751
2010-09-27,6641,7303,6770,7720,360,533,1656,1724,4827
2010-09-28,6598,7263,6728,7610,338,537,1602,1729,4394
2010-09-29,6616,7335,6763,7527,319,524,1560,1622,4174
2010-09-30,6617,7351,6812,7271,315,518,1523,1584,3444
2010-10-01,6398,7158,6772,6669,342,556,1533,1696,3877
2010-10-02,6375,7078,6607,6547,369,514,1512,1697,4621
2010-10-03,6410,7142,6532,6438,397,512,1620,1688,4610
2010-10-04,6535,7201,6585,6375,432,555,1667,1801,3921
2010-10-05,6502,7043,6616,6368,452,581,1688,1787,2463
2010-10-06,6534,7161,6528,6398,426,609,1700,1833,3961
2010-10-07,6279,6969,6556,6273,376,655,1713,1822,3876
2010-10-08,6101,6703,6399,6284,330,693,1893,1976,4173
2010-10-09,5981,6551,6200,6051,293,723,2120,2264,3528
2010-10-10,6027,6615,6177,5846,301,781,2200,2318,4008
2010-10-11,6061,6808,6130,5842,302,790,2318,2434,4041
2010-10-12,5953,6690,6218,5804,297,763,2283,2446,4544
2010-10-13,6050,6611,6178,5815,305,639,2182,2204,4120
2010-10-14,5955,6613,5998,5710,311,581,2128,2303,4779
2010-10-15,5949,6688,5908,5511,306,552,1985,2152,4396
2010-10-16,5952,6603,5891,5414,283,549,1861,2070,4264
2010-10-17,6030,6748,5788,5394,251,584,1876,2042,4378
2010-10-18,6061,6740,5838,5318,232,640,2074,2118,4034
2010-10-19,6096,6741,5829,5374,255,646,2328,2261,3923
2010-10-20,6013,6707,5735,5377,280,637,2450,2360,3915
2010-10-21,6025,6696,5747,5275,281,645,2533,2535,4257
2010-10-22,5884,6665,5749,5281,282,660,2583,2555,4499
2010-10-23,5963,6904,5681,5281,287,671,2815,2719,7886
2010-10-24,5837,10979,6162,5322,291,933,3075,2918,19052
2010-10-25,5917,10659,9890,6149,278,1093,3231,3213,10352
2010-10-26,5972,7908,9447,10170,275,1203,3170,3282,7422
2010-10-27,6008,7411,7317,9085,276,1279,3153,3161,6030
2010-10-28,6058,7516,6663,7112,268,1340,3234,3198,6247
2010-10-29,6080,7874,6677,6380,251,1361,3135,3217,7402
2010-10-30,6015,7973,7174,6434,237,1204,3020,3114,7690
2010-10-31,5974,7584,7185,6891,235,1150,2868,3048,7124
2010-11-01,6042,7599,6839,6685,234,1124,2727,2852,6855
2010-11-02,5994,7411,6823,6408,254,1012,2583,2656,6332
2010-11-03,6114,7235,6625,6430,243,927,2460,2531,5213
2010-11-04,5975,7244,6382,6178,239,859,2252,2323,5775
2010-11-05,5792,7075,6332,5891,247,840,2065,2084,5013
2010-11-06,5795,7141,6303,5703,256,800,1988,1987,5138
2010-11-07,5476,7627,6465,5698,272,784,1988,2014,12059
2010-11-08,5876,8372,6894,5656,281,788,2005,2093,7013
2010-11-09,5879,7676,7437,6093,249,767,1966,2056,7024
2010-11-10,5792,7580,6899,6264,228,770,1889,1937,6346
2010-11-11,5749,7423,6695,5842,225,756,1816,1984,6404
2010-11-12,5787,7279,6524,5615,225,749,1746,1851,4897
2010-11-13,5919,7254,6319,5363,232,740,1700,1788,5328
2010-11-14,5883,7268,6264,5222,239,722,1683,1731,4863
2010-11-15,5757,7120,6268,5217,241,719,1678,1693,5401
2010-11-16,5757,7097,6218,5205,241,690,1661,1664,5128
2010-11-17,5723,7016,6332,5132,248,667,1641,1598,4098
2010-11-18,5838,7070,6435,5260,263,662,1616,1523,4942
2010-11-19,5915,7052,6637,NA,269,663,1589,1460,5505
2010-11-20,6021,7174,6754,NA,260,683,1658,1539,9232
2010-11-21,5855,7890,7120,NA,256,736,1784,1607,7474
2010-11-22,5975,7681,7536,NA,244,797,1777,1744,7307
2010-11-23,5934,7956,7346,7261,221,863,1761,1569,9029
2010-11-24,5646,7679,7594,7212,220,895,1786,1719,7668
2010-11-25,5843,7206,7293,7468,232,890,1837,1744,6178
2010-11-26,5840,7113,6821,7076,227,890,1828,1775,5950
2010-11-27,5897,7495,6739,6620,223,865,1836,1639,7320
2010-11-28,5902,7827,7013,6548,226,830,1849,1861,6722
2010-11-29,5874,7401,7130,6823,232,814,1900,1841,5802
2010-11-30,5880,7194,6767,6755,228,812,1953,1840,4920
2010-12-01,6024,7370,6575,6568,219,817,1958,1819,5295
2010-12-02,5993,7314,6645,6433,206,834,2284,1934,6734
2010-12-03,6075,7676,6740,6468,203,836,3735,3292,6431
2010-12-04,5940,7858,7806,6817,203,826,4587,4395,7525
2010-12-05,5910,8585,8190,7895,204,792,5037,4924,11497
2010-12-06,5931,15796,12369,8579,170,776,5242,5245,25994
2010-12-07,5968,11658,18647,14216,133,796,5288,5239,19798
2010-12-08,5778,10439,13724,16808,116,793,5049,5006,19128
2010-12-09,5909,13479,12002,14208,106,786,4705,4674,22487
2010-12-10,5353,12833,13751,13321,94,787,4809,4642,23909
2010-12-11,7042,11583,13321,14167,95,775,4815,4829,17835
2010-12-12,6870,10896,12224,13804,97,754,4505,4685,15613
2010-12-13,7096,10292,11517,12921,107,745,4198,4347,13047
2010-12-14,13279,18550,10908,12133,101,719,4032,4162,17805
2010-12-15,14231,21079,18774,12854,114,753,4140,4133,18182
2010-12-16,13961,18921,19939,19225,138,823,4632,4460,13557
2010-12-17,13869,18275,18368,19954,116,946,5424,5174,14972
2010-12-18,13633,24725,18522,19125,79,1448,6190,5835,22233
2010-12-19,13289,24971,24755,20588,68,2053,7283,6729,27316
2010-12-20,13190,21975,28384,24192,61,2595,8542,7589,25865
2010-12-21,13397,20463,23516,24738,71,3175,9538,8125,27758
2010-12-22,13689,25958,22992,24004,409,3796,10429,8522,38538
2010-12-23,14576,22413,30138,24517,387,3904,10613,9325,25515
2010-12-24,12678,18925,23608,24858,127,3964,10596,9236,21183
2010-12-25,10707,17417,19915,23721,101,4093,10358,9071,23883
2010-12-26,10466,24204,25570,22742,83,4162,10308,9105,34660
2010-12-27,10665,19450,26754,24642,62,4462,10675,9419,27562
2010-12-28,10678,19075,20972,24258,53,4445,10992,9643,31322
2010-12-29,10734,39321,28732,23404,109,4408,10992,8556,55892
2010-12-30,13723,24354,42010,25779,192,5133,11846,8690,28894
2010-12-31,14304,22096,29426,25813,594,5437,13396,11341,22713
2011-01-01,14147,20408,24870,25029,1453,5768,13825,11923,18801
2011-01-02,14101,20000,22521,24196,1311,6214,14400,11914,16806
2011-01-03,14267,19575,21692,23708,1030,7492,15613,12477,14154
2011-01-04,14274,19042,20116,23242,1285,9309,17213,13563,12910
2011-01-05,13833,18642,19880,22421,1408,10566,14480,13445,11724
2011-01-06,12976,17133,19135,21342,1388,10429,14625,13347,11328
2011-01-07,12470,15396,17541,20333,1845,9272,14992,13707,10997
2011-01-08,12361,15071,16443,18767,1915,8417,15408,14236,10977
2011-01-09,10794,13929,16007,17800,1833,8397,15508,14562,10433
2011-01-10,9287,12292,14930,17200,1899,8415,15029,14136,9924
2011-01-11,8356,11171,13606,16046,1965,8184,14342,13404,10513
2011-01-12,8372,11017,12706,14842,1935,7709,13733,12874,8903
2011-01-13,8461,12338,12598,14025,1881,7308,13129,12313,12309
2011-01-14,7327,12971,14972,14242,1850,6873,12358,11621,13444
2011-01-15,6203,10783,14855,16146,1622,6512,11867,10722,11943
2011-01-16,6051,10238,13007,15529,1315,6061,10879,9794,13135
2011-01-17,6096,10425,12728,14304,1174,5661,11242,9880,13902
2011-01-18,6056,10295,13058,14104,907,5353,11938,10759,12790
2011-01-19,5980,9753,12561,14192,507,4970,11863,10966,11673
2011-01-20,5806,9295,11979,13675,156,4587,11479,10599,11294
2011-01-21,5587,8754,11644,13146,131,4249,11058,9912,12099
2011-01-22,5293,8340,11377,12746,147,3786,10754,9330,12159
2011-01-23,5174,7982,10913,12388,141,3296,10134,9277,10923
2011-01-24,4992,7618,10504,11867,141,3020,9323,8360,11774
2011-01-25,5079,7284,9907,11371,144,2958,8638,7803,9543
2011-01-26,4785,6928,9523,10654,146,3779,8123,7232,9374
2011-01-27,4525,6613,9151,10175,163,4309,8184,7231,8154
2011-01-28,4214,6363,8814,9873,159,4386,8351,7471,9063
2011-01-29,4029,6068,8534,9790,130,4271,8313,7576,8424
2011-01-30,3978,6147,8323,9621,110,4149,8007,7406,9441
2011-01-31,4036,6073,8267,9449,98,4093,7631,7071,8633
2011-02-01,4024,5916,8095,9393,110,4057,7322,6712,8462
2011-02-02,3975,5766,7853,9285,161,4036,6984,6341,7801
2011-02-03,4009,5728,7587,9088,70,4189,6771,6122,7989
2011-02-04,4074,5633,7414,8838,93,4186,6781,6143,6697
2011-02-05,4013,5635,7232,8594,124,4120,6786,6177,6471
2011-02-06,4088,5580,7122,8395,149,4053,6873,6279,6471
2011-02-07,4093,5539,7055,8233,163,4040,6858,6277,7163
2011-02-08,4067,5488,6940,8015,178,4032,6823,6249,6665
2011-02-09,4006,5405,6850,7934,185,4005,6783,6296,6634
2011-02-10,3961,5272,6763,7788,160,3989,6942,6359,6507
2011-02-11,3995,5327,6574,7681,175,4000,7243,6705,6513
2011-02-12,3948,5247,6505,7580,197,4008,7360,6883,6942
2011-02-13,4000,5243,6424,7525,210,3987,7398,7002,7244
2011-02-14,4029,5309,6462,7444,209,3970,7408,7049,10591
2011-02-15,3977,5892,6636,7518,199,3985,7380,7096,21158
2011-02-16,3929,10270,11720,7978,206,4051,7394,7063,30323
2011-02-17,3874,10072,16067,13696,200,4100,7613,7240,24953
2011-02-18,3890,14754,19761,16296,176,4180,7985,7632,27995
2011-02-19,3913,11671,19602,19633,186,4689,8970,8227,23377
2011-02-20,3840,9402,17888,19592,183,5503,11025,9344,16621
2011-02-21,3918,7979,13643,17758,283,6052,11696,NA,15491
2011-02-22,4022,7662,11384,14571,326,6213,11783,NA,14047
2011-02-23,3882,6993,10385,12600,394,6018,11825,NA,12631
2011-02-24,3892,6668,9340,11571,423,5680,11771,NA,13635
2011-02-25,3906,10527,9275,11071,453,5505,11742,NA,17243
2011-02-26,3846,9502,14305,12221,421,5433,11750,NA,15182
2011-02-27,3744,7744,12218,14688,434,5513,12317,NA,11518
2011-02-28,3797,7037,10328,13375,501,5550,11958,NA,10710
2011-03-01,3904,6822,9489,11925,608,5506,11621,NA,10311
2011-03-02,3877,9174,9391,11183,652,5362,11458,NA,25139
2011-03-03,3949,13908,14550,11696,621,5150,11317,NA,30388
2011-03-04,3829,9667,15748,15608,623,4957,11238,NA,22486
2011-03-05,3891,8298,12439,15467,610,4871,11075,NA,20945
2011-03-06,3845,14125,11666,13625,608,4850,10650,NA,27184
2011-03-07,3838,13363,19947,14713,540,4805,10229,8607,25407
2011-03-08,3710,10309,17627,19171,470,4800,9993,8979,22896
2011-03-09,3849,9076,14177,17604,384,4848,9946,8916,19523
2011-03-10,3835,8641,12499,15217,325,4877,9904,8907,20578
2011-03-11,3826,9451,12163,13888,322,4758,9848,8835,21716
2011-03-12,3880,8431,12504,13679,294,4606,9736,8742,20875
2011-03-13,3812,7983,11479,13525,277,4373,9416,8495,20665
2011-03-14,4056,10673,11248,12833,278,4322,8903,8039,26922
2011-03-15,13593,17667,13998,13221,262,4218,8442,7621,28668
2011-03-16,18360,36071,23139,15696,237,4198,8202,7352,54589
2011-03-17,24406,37646,38536,23754,222,4165,8091,7238,42424
2011-03-18,29102,39204,41008,26025,222,4258,8265,7337,45394
2011-03-19,36203,51850,48258,26383,218,4228,8630,7603,55464
2011-03-20,36485,76971,60995,26838,221,4661,9290,7700,85467
2011-03-21,43198,60808,76732,27404,227,5344,11283,8454,50494
2011-03-22,46250,62438,80892,27800,209,6521,13571,11557,41523
2011-03-23,37737,62929,76600,27808,364,6942,14988,12862,52318
2011-03-24,20292,52771,78999,27763,965,9573,15496,13469,74735
2011-03-25,25267,42188,82152,27858,1717,13417,16408,14002,57557
2011-03-26,39599,61142,72373,27850,2483,19714,18146,15241,70806
2011-03-27,37916,59125,73746,27617,2913,23280,19396,16339,57401
2011-03-28,40691,57325,75017,27671,3106,NA,21092,17291,43648
2011-03-29,47636,58688,69043,27554,3093,NA,22950,18061,34865
2011-03-30,45702,57771,65570,27346,3080,19029,25158,19063,32274
2011-03-31,45105,56971,64081,27267,3150,18463,27408,20263,32095
2011-04-01,42237,56513,63052,27183,3360,18250,28433,20978,34590
2011-04-02,37195,51971,63216,27167,3525,17392,28575,20815,37146
2011-04-03,32333,45704,61504,27125,3605,17050,28550,20881,33664
2011-04-04,27479,39713,54231,26963,3655,17183,28075,20586,30780
2011-04-05,23324,34408,46309,26592,3606,17088,27658,20194,28496
2011-04-06,20027,30408,39690,26188,3528,16983,27558,20012,27316
2011-04-07,17463,26867,34815,25800,3515,16575,27733,20111,25020
2011-04-08,14199,23625,30899,25375,3616,16300,27838,21592,24875
2011-04-09,13435,20288,27186,24796,3626,16041,27450,23070,21269
2011-04-10,12900,18838,24005,23908,3674,15774,27196,22873,21088
2011-04-11,11164,16883,22032,23113,3559,15663,27179,22826,20740
2011-04-12,9663,15183,19913,22042,3383,15450,27063,22777,19450
2011-04-13,8242,13967,18320,20213,3334,15221,26921,22729,19619
2011-04-14,7092,12517,16997,18617,3321,15063,27017,23051,17597
2011-04-15,6260,11408,15541,17167,3206,14767,27067,23060,18996
2011-04-16,6189,10942,14283,15875,3213,14496,27021,22932,16540
2011-04-17,6163,11013,13998,14904,3215,13838,26942,22809,17730
2011-04-18,6110,11633,14770,14679,3224,13279,26633,23128,19583
2011-04-19,6041,12063,16501,15429,3229,12992,26108,22850,20510
2011-04-20,5978,11629,16195,16358,3187,12792,25529,22641,24000
2011-04-21,5921,13763,15398,15896,3120,12567,24883,22380,29060
2011-04-22,5814,11546,17052,16108,3133,12450,24104,21974,24367
2011-04-23,5831,10921,14717,16538,3149,12217,23504,21415,23865
2011-04-24,5854,11058,13524,15054,3125,11904,23067,20859,24716
2011-04-25,5843,11338,13647,14083,3169,11621,22654,20464,25119
