Index,KES,BND,BTC,WLK,MEN,NEW,VNS,MSD,BND.Natural
2007-02-17,4970,7085,9546,12577,318,NA,2640,NA,11249
2007-02-18,4945,6918,9308,12104,318,NA,2540,NA,11100
2007-02-19,4925,6736,8977,11608,365,NA,2483,NA,9111
2007-02-20,4903,6643,8716,11046,406,865,2488,NA,9712
2007-02-21,4866,6644,8421,10604,375,848,2424,NA,16583
2007-02-22,4527,7065,8740,10254,320,831,2404,NA,30272
2007-02-23,4523,8627,13671,11600,280,814,2414,NA,21534
2007-02-24,4509,7559,11335,14683,227,823,2365,NA,18731
2007-02-25,4547,12034,10308,12975,204,834,2360,NA,27325
2007-02-26,4542,9974,14128,13504,188,842,2565,NA,22069
2007-02-27,4548,9516,12063,14996,172,876,2663,NA,20015
2007-02-28,4529,11149,11621,13979,159,989,3045,NA,18690
2007-03-01,4516,9056,12113,13992,152,1242,3257,NA,16044
2007-03-02,4526,7899,10518,13663,169,1410,3307,NA,14690
2007-03-03,4527,7625,9621,12342,177,1288,3316,NA,13442
2007-03-04,4527,7405,9261,11467,215,1165,3235,NA,12932
2007-03-05,4457,7149,9016,10975,242,1060,3135,NA,11015
2007-03-06,4505,7080,8741,10650,239,983,3048,NA,11474
2007-03-07,4514,7029,8571,10308,235,940,2967,NA,13311
2007-03-08,4519,7010,8515,10092,226,905,2909,NA,12673
2007-03-09,4515,6904,8464,9939,218,848,2853,NA,11888
2007-03-10,4499,6773,8338,9810,208,868,2742,NA,11760
2007-03-11,4232,6721,8182,9540,206,924,2697,NA,12097
2007-03-12,4457,6688,8176,9296,188,940,2723,NA,11722
2007-03-13,4473,6810,8323,9252,159,904,2482,NA,13230
2007-03-14,4444,6740,8370,9267,146,902,2370,NA,12173
2007-03-15,4472,6625,8267,9278,140,922,2329,NA,11371
2007-03-16,4534,6579,8048,9075,125,924,2208,NA,10511
2007-03-17,4504,6547,7902,8859,118,899,2264,NA,10325
2007-03-18,4463,6430,7836,8700,123,882,2232,NA,11047
2007-03-19,4526,6437,7743,8606,123,881,2217,NA,10030
2007-03-20,4521,6453,7620,8460,89,863,2059,NA,9940
2007-03-21,4534,6540,7586,8360,75,865,2155,NA,9891
2007-03-22,4533,6330,7506,8165,75,889,2088,NA,10349
2007-03-23,4544,6233,7261,8026,78,874,2103,NA,10398
2007-03-24,4542,6230,NA,NA,NA,NA,NA,NA,9762
2007-03-25,5400,6633,NA,NA,NA,NA,NA,NA,9762
2007-03-26,5516,7126,7414,7377,111,715,2148,NA,9120
2007-03-27,5813,7603,7712,7872,114,775,2047,NA,9284
2007-03-28,5766,7378,7982,8302,119,742,2034,NA,7487
2007-03-29,6051,7379,7704,8395,122,696,1997,NA,7488
2007-03-30,6062,7366,7642,8093,120,709,1903,NA,7783
2007-03-31,6538,7333,7558,7992,120,677,1880,NA,7334
2007-04-01,7043,7694,7519,7900,129,632,1985,NA,7968
2007-04-02,7079,7851,7731,7904,146,633,1918,NA,8053
2007-04-03,7316,7787,7779,8090,169,580,2173,NA,7987
2007-04-04,7567,8020,7621,8019,206,574,2552,NA,8068
2007-04-05,8095,8320,7694,7928,244,591,2392,NA,7192
2007-04-06,8110,8631,7779,7970,247,558,1673,NA,6981
2007-04-07,8090,8793,7878,8127,247,535,1703,NA,7205
2007-04-08,8004,8882,7973,8238,291,555,1773,NA,6535
2007-04-09,7863,8679,7991,8238,364,556,1862,NA,8573
2007-04-10,7687,8466,7822,8139,405,539,1650,NA,6926
2007-04-11,7970,8565,7684,NA,449,514,1620,NA,6834
2007-04-12,8095,8733,7557,NA,473,527,1718,NA,6645
2007-04-13,8099,8732,7500,7665,421,540,1658,NA,7170
2007-04-14,8087,8879,7432,NA,340,540,1717,NA,7331
2007-04-15,8106,8957,7658,NA,301,647,1895,NA,6887
2007-04-16,8089,8892,7623,7748,304,686,2431,NA,6379
2007-04-17,8099,8849,7511,7526,264,646,2270,NA,6964
2007-04-18,8099,8788,7486,7328,218,638,2178,NA,5825
2007-04-19,8081,8806,7090,6999,189,625,2108,NA,6536
2007-04-20,7612,8529,6948,6644,164,661,2212,NA,6581
2007-04-21,7686,8360,6542,6399,150,692,3013,NA,8862
2007-04-22,7573,10591,6500,6107,149,724,3587,NA,10931
2007-04-23,7587,9741,8209,6480,143,797,3765,NA,8495
2007-04-24,7562,8954,7525,7971,156,796,3707,NA,8169
2007-04-25,7545,8731,6951,7193,165,800,3695,NA,7906
2007-04-26,7569,8600,6614,6526,170,757,3701,NA,7294
2007-04-27,7565,8521,6402,5994,177,726,3631,NA,6865
2007-04-28,7567,8471,6214,5487,184,844,3512,NA,6937
2007-04-29,8457,9049,5974,4933,179,967,3585,NA,7793
2007-04-30,8506,9404,6252,4715,176,1025,3678,NA,6779
2007-05-01,8508,9389,6526,4915,190,977,3508,NA,6818
2007-05-02,9777,9774,6569,5315,228,944,2952,NA,6713
2007-05-03,11155,12448,6904,5368,281,940,2816,NA,6507
2007-05-04,9394,10886,7902,5833,310,951,2889,NA,7625
2007-05-05,9106,10063,7648,7011,298,951,2943,NA,7633
2007-05-06,9107,9916,7129,6434,294,1007,3018,NA,6655
2007-05-07,9078,9860,7350,5778,296,1231,3012,NA,6929
2007-05-08,9019,9743,7123,5623,264,1258,3053,NA,6403
2007-05-09,9059,9729,6528,5250,250,1240,3100,NA,6555
2007-05-10,9073,9735,7455,5428,262,1261,3080,NA,6858
2007-05-11,9523,10023,6833,5646,283,1223,3122,NA,6559
2007-05-12,9456,10133,7027,5350,276,1155,3160,NA,5996
2007-05-13,9529,10283,7226,5590,270,1067,3196,NA,5333
2007-05-14,10593,10277,7394,5685,317,1080,3225,NA,5611
2007-05-15,11558,12332,7168,5787,404,1043,3150,NA,6062
2007-05-16,9856,10861,7610,5478,449,1021,3185,NA,5894
2007-05-17,9835,10368,7060,6082,455,1011,3380,NA,5902
2007-05-18,9838,10313,7275,5505,466,1027,3405,NA,5941
2007-05-19,9806,10286,6938,5752,434,1020,3352,NA,5757
2007-05-20,9832,10291,6793,5470,407,970,3343,NA,5346
2007-05-21,9862,10322,6963,5457,386,819,3300,NA,5297
2007-05-22,9861,10268,7049,5757,368,765,3118,NA,5429
2007-05-23,9855,10282,7102,5852,372,718,2997,NA,5298
2007-05-24,9861,10282,7089,5658,360,653,2853,NA,5155
2007-05-25,9597,10151,6695,5298,384,641,2731,NA,5280
2007-05-26,9987,10052,6433,4858,391,571,2641,NA,5280
2007-05-27,10576,10777,6247,4603,379,501,2606,NA,4689
2007-05-28,10553,10896,7085,4843,413,491,2631,NA,5078
2007-05-29,10567,10923,7174,5725,465,517,2537,NA,5188
2007-05-30,10537,10900,7104,5884,514,477,2532,NA,5188
2007-05-31,10566,10850,7051,5778,547,423,2468,NA,4529
2007-06-01,11061,11136,7089,5735,551,435,2486,NA,5036
2007-06-02,11082,11300,7439,5916,546,456,2537,NA,5173
2007-06-03,11063,11274,7589,6429,550,464,2502,NA,5227
2007-06-04,11065,11265,7665,6607,564,478,2368,NA,4701
2007-06-05,11065,11325,7728,6650,532,465,2254,NA,3986
2007-06-06,11062,11317,7783,6866,479,473,2196,NA,4492
2007-06-07,11071,11296,7753,7013,426,458,2141,NA,4535
2007-06-08,11060,11300,7703,7113,364,474,2147,NA,5113
2007-06-09,11068,11256,7660,7105,327,467,2078,NA,4458
2007-06-10,11074,11324,7754,7075,280,505,1948,NA,4845
2007-06-11,11069,11279,7728,7023,330,993,2084,NA,4267
2007-06-12,11048,11248,7648,6807,402,1123,2223,NA,4844
2007-06-13,11072,11200,7446,6525,445,1069,2295,NA,4913
2007-06-14,11074,11200,7372,6204,467,1074,2007,NA,5191
2007-06-15,11690,11295,7160,6031,473,1058,1858,NA,4914
2007-06-16,12446,12405,7282,5819,475,1085,1853,NA,3626
2007-06-17,12505,12494,7802,5992,488,1090,1935,NA,3529
2007-06-18,12574,12544,7902,6433,503,1101,1960,NA,5035
2007-06-19,13089,12974,7909,6550,507,1023,1813,NA,6507
2007-06-20,13056,13024,8131,6554,507,568,1668,NA,5782
2007-06-21,13060,12852,8186,6825,541,447,1600,NA,4196
2007-06-22,13583,13295,8122,6792,557,411,1718,NA,4279
2007-06-23,13541,13474,8454,6797,554,372,1368,NA,3477
2007-06-24,13576,13609,8616,7125,549,392,1355,NA,3548
2007-06-25,13439,13543,8791,7305,540,417,1385,NA,3165
2007-06-26,14022,13650,8744,7457,516,423,1297,NA,3610
2007-06-27,13933,13930,9001,7410,489,379,1330,NA,3964
2007-06-28,14161,13816,9111,7633,485,355,1318,NA,3423
2007-06-29,14995,14494,9220,7678,488,324,1260,NA,3750
2007-06-30,15248,15183,9760,7899,548,333,1225,NA,3569
2007-07-01,15216,15121,10026,8478,556,336,1288,NA,3932
2007-07-02,15189,15096,10079,8750,566,334,1297,NA,4056
2007-07-03,15141,14983,10142,8841,580,315,987,NA,3486
2007-07-04,15166,14995,9990,8848,601,295,960,NA,3518
2007-07-05,15345,15205,9984,8779,608,301,983,NA,4096
2007-07-06,15137,14750,10090,8812,623,305,991,NA,3811
2007-07-07,15587,15045,9843,8743,634,287,928,NA,3962
2007-07-08,15289,14900,10075,8541,622,271,949,NA,3564
2007-07-09,15533,15285,10078,8866,623,304,1045,NA,4450
2007-07-10,15392,15176,10319,8927,621,348,928,NA,3583
2007-07-11,15142,14880,10306,9188,606,353,992,NA,3956
2007-07-12,15147,14783,10185,9184,582,345,1013,NA,3683
2007-07-13,15199,14740,10176,9124,519,369,1011,NA,2596
2007-07-14,15453,15084,10248,9163,483,373,1053,NA,3883
2007-07-15,15125,14896,10519,9315,493,376,1071,NA,3745
2007-07-16,15159,14813,10426,9538,545,381,1100,NA,3114
2007-07-17,15427,14935,10415,9449,581,379,997,NA,3300
2007-07-18,15196,15450,10649,9543,594,360,946,NA,7211
2007-07-19,15052,15691,10865,9988,599,359,989,NA,4954
2007-07-20,14991,14865,11067,10258,568,324,968,NA,4949
2007-07-21,14982,14800,10621,10185,511,306,942,NA,3106
2007-07-22,15068,14874,10586,9913,508,326,1030,NA,4001
2007-07-23,14935,14873,10627,9888,551,342,1036,NA,4148
2007-07-24,15032,14830,10617,9954,574,350,991,NA,3835
2007-07-25,15117,14925,10558,9875,576,318,988,NA,3762
2007-07-26,15003,14894,10517,9836,578,301,768,NA,3968
2007-07-27,14283,14332,10452,9802,575,289,795,NA,3699
2007-07-28,13445,13515,10051,9609,555,288,1019,NA,4331
2007-07-29,13764,13219,9365,9117,523,305,1071,NA,3440
2007-07-30,13783,13411,9252,8356,513,325,1082,NA,4043
2007-07-31,13857,13428,9265,8278,511,411,1013,NA,4031
2007-08-01,13449,13086,9278,8325,521,386,963,NA,3567
2007-08-02,13699,13317,9082,8279,537,363,981,NA,3872
2007-08-03,13628,13211,9269,8071,534,380,973,NA,3449
2007-08-04,13303,13370,9185,8219,507,392,1056,NA,3405
2007-08-05,13018,12976,9268,8229,516,385,1117,NA,3405
2007-08-06,13327,13247,9018,8235,508,387,1088,NA,3176
2007-08-07,13727,13470,9273,8058,425,399,1069,NA,3719
2007-08-08,13298,13095,9474,8303,351,462,1077,NA,3874
2007-08-09,13056,12852,9377,8618,342,401,1110,NA,3028
2007-08-10,13042,12729,9071,8613,386,351,1068,NA,3136
2007-08-11,12809,12748,9014,8342,417,339,971,NA,3981
2007-08-12,12796,12600,9034,8320,416,335,999,NA,3454
2007-08-13,13230,12911,9083,8318,460,353,1056,NA,3350
2007-08-14,12285,12530,9400,8433,530,372,1002,NA,3351
2007-08-15,11565,11468,8986,8736,565,348,919,NA,3434
2007-08-16,11583,11450,8260,8140,569,367,878,NA,3435
2007-08-17,11236,11255,8193,7514,567,354,909,NA,3189
2007-08-18,10985,10477,8019,7377,523,367,975,NA,3535
2007-08-19,10434,10613,7592,7129,483,415,1004,NA,2921
2007-08-20,10675,10571,7631,6879,431,422,1069,NA,3777
2007-08-21,10566,11300,7606,6817,398,410,1054,NA,4906
2007-08-22,10572,11100,7722,6853,388,418,972,NA,4756
2007-08-23,10097,10805,7684,6870,337,416,1009,NA,4811
2007-08-24,10072,10548,7426,6909,282,391,1040,NA,4122
2007-08-25,9693,10374,7256,6600,254,378,1029,NA,3449
2007-08-26,9677,10221,7169,6497,241,372,1074,NA,4261
2007-08-27,9662,10170,7150,6415,246,383,1066,NA,4900
2007-08-28,9678,10164,7129,6467,200,410,933,NA,4205
2007-08-29,9655,10119,7118,6456,179,406,915,NA,4373
2007-08-30,9668,10200,7186,6514,182,357,919,NA,4551
2007-08-31,9592,10178,7354,6696,196,330,905,NA,5190
2007-09-01,9605,10095,7347,7009,199,326,924,NA,4681
2007-09-02,9705,10350,7397,7115,197,343,971,NA,4328
2007-09-03,9660,10358,7608,7248,195,378,1103,NA,4301
2007-09-04,9664,10340,7673,7413,218,413,1009,NA,4793
2007-09-05,9663,10285,7720,7493,254,497,950,NA,4613
2007-09-06,9659,10284,7675,7486,255,433,993,NA,4302
2007-09-07,9123,9959,7686,7506,264,427,1027,NA,4687
2007-09-08,9070,9645,7466,7568,270,398,1035,NA,4365
2007-09-09,9067,9605,7278,7343,262,408,1036,NA,4456
2007-09-10,9037,9405,7393,7258,245,394,1053,NA,4190
2007-09-11,9079,9352,7308,7470,240,368,991,NA,4660
2007-09-12,8566,9120,7277,7358,240,352,970,NA,4382
2007-09-13,8505,8919,7077,7410,245,233,953,NA,4018
2007-09-14,8054,8704,7686,7427,267,230,920,NA,4478
2007-09-15,8035,8665,7484,7840,309,225,977,NA,4536
2007-09-16,7995,8535,7261,7650,313,239,1011,NA,4837
2007-09-17,8029,8630,6752,7429,306,252,1032,NA,4837
2007-09-18,8031,8660,6626,7161,292,269,971,NA,4745
2007-09-19,8040,8534,NA,7112,271,289,939,NA,3559
2007-09-20,8029,8003,8294,7190,282,288,926,NA,4181
2007-09-21,8066,8045,7090,7230,296,268,920,NA,3709
2007-09-22,8067,8165,7175,7260,298,278,950,NA,4284
2007-09-23,8025,8206,NA,7431,288,295,1096,NA,4332
2007-09-24,8000,8168,7464,7695,263,332,1139,NA,4000
2007-09-25,7537,7892,7449,7717,231,313,1114,NA,3847
2007-09-26,7475,7655,7244,7684,200,291,1033,NA,4100
2007-09-27,7469,7635,6976,7353,188,305,1003,NA,4050
2007-09-28,7460,7651,6874,7070,188,303,1051,NA,4742
2007-09-29,7453,7655,6880,6997,189,315,1130,NA,4069
2007-09-30,7441,7694,6894,6978,191,360,1166,NA,3685
2007-10-01,7438,7728,6921,6915,189,382,1249,NA,4545
2007-10-02,7508,7752,6864,6900,223,350,1176,NA,4000
2007-10-03,7460,7749,6812,6863,253,319,1138,NA,3632
2007-10-04,7033,7502,6777,6801,247,300,1113,NA,4109
2007-10-05,7018,7371,6546,6699,251,294,1073,NA,4219
2007-10-06,6985,7339,6316,6422,253,289,1130,NA,5338
2007-10-07,6960,7336,6224,6207,250,293,1208,NA,4941
2007-10-08,6919,7281,6167,6076,254,309,1209,NA,4343
2007-10-09,6398,7068,6009,5983,257,306,1143,NA,3216
2007-10-10,6412,7172,6063,5923,257,282,1097,NA,7301
2007-10-11,NA,7021,5957,5869,256,283,1112,NA,5931
2007-10-12,6213,7072,5880,5834,254,314,1145,NA,5504
2007-10-13,6250,7129,5912,5771,251,333,1358,NA,4467
2007-10-14,6551,7203,5892,5780,243,358,1412,NA,4281
2007-10-15,6543,7206,5940,5738,222,410,1400,NA,5238
2007-10-16,6542,7682,5931,5790,200,450,1357,NA,5890
2007-10-17,6094,7225,6215,5869,171,453,1384,NA,6534
2007-10-18,6121,6828,5791,6009,163,471,1588,NA,5594
2007-10-19,6223,7413,5504,5657,160,469,1725,NA,9940
2007-10-20,6058,7800,5856,5428,160,464,1703,NA,6836
2007-10-21,6070,7037,6317,6002,159,464,1688,NA,6066
2007-10-22,6066,7007,5797,6113,160,473,1690,NA,4861
2007-10-23,5875,6830,5662,5709,161,482,1683,NA,5369
2007-10-24,5969,6783,5443,5557,161,498,1716,NA,5012
2007-10-25,5966,6801,5318,5326,159,792,1835,NA,4888
2007-10-26,5914,6716,5298,5316,158,1140,1951,NA,4160
2007-10-27,5859,6650,5229,5288,158,1218,2186,NA,4982
2007-10-28,5602,6623,5234,5206,156,1238,2302,NA,5539
2007-10-29,5833,6628,5300,5172,151,1255,2303,NA,7080
2007-10-30,5653,6562,5315,5215,147,1263,2290,NA,4810
2007-10-31,5667,6497,5276,5133,149,1288,2337,NA,4863
2007-11-01,5676,6380,5217,4880,148,1316,2283,NA,4864
2007-11-02,5679,6386,5096,4674,146,1406,2138,NA,4002
2007-11-03,5663,6390,5015,4593,145,1391,2056,NA,3665
2007-11-04,5908,6392,5071,4435,145,1397,2038,NA,3443
2007-11-05,5681,6410,5081,4402,147,1408,2013,NA,4173
2007-11-06,5683,6468,5102,4354,153,1413,2028,NA,4066
2007-11-07,5686,6462,5193,4265,162,1308,2083,NA,4330
2007-11-08,5684,6475,5277,4348,159,1203,2013,NA,5328
2007-11-09,5661,6455,5307,4521,157,1046,1893,NA,5137
2007-11-10,5674,6490,5338,4537,156,879,1763,NA,5153
2007-11-11,5667,6543,5479,4737,156,810,1665,NA,4030
2007-11-12,5665,6516,5513,5002,156,775,1640,NA,3866
2007-11-13,5681,6501,5539,5243,164,766,1567,NA,3678
2007-11-14,5690,6516,5558,NA,171,747,1535,NA,3664
2007-11-15,5511,6568,5611,NA,171,741,1484,NA,3947
2007-11-16,5753,6649,5739,NA,171,730,1460,NA,4447
2007-11-17,5750,6650,5847,NA,170,731,1466,NA,5144
2007-11-18,5478,6568,5882,NA,171,738,1470,NA,4643
2007-11-19,5755,6590,5802,5967,173,735,1480,NA,4669
2007-11-20,5803,6637,5810,5777,174,732,1442,NA,4971
2007-11-21,5724,6575,5854,5797,178,725,1419,NA,4499
2007-11-22,5444,6446,5803,5850,178,709,1443,NA,5309
2007-11-23,5542,6344,5716,5793,179,710,1441,NA,4034
2007-11-24,5613,6436,5637,5687,177,708,1438,NA,4311
2007-11-25,5626,6452,5702,5650,176,715,1427,NA,4098
2007-11-26,5602,6457,5671,5700,175,728,1413,NA,4120
2007-11-27,5651,6440,5557,5666,174,741,1403,NA,4418
2007-11-28,5690,6473,5438,5530,172,732,1397,NA,4679
2007-11-29,5691,6490,5459,5432,171,747,1405,NA,4563
2007-11-30,5694,6494,5468,5438,155,741,1407,NA,5126
2007-12-01,5519,6405,5461,5473,107,728,1363,NA,4507
2007-12-02,5310,6263,5493,5505,105,736,1358,NA,5170
2007-12-03,5104,6127,5446,5531,104,729,1357,NA,6447
2007-12-04,5096,6483,5528,5560,110,720,1350,NA,6608
2007-12-05,5097,6525,6095,5837,105,721,1346,NA,6403
2007-12-06,5079,6402,6176,6631,104,718,1362,NA,7299
2007-12-07,4913,7893,6106,6900,100,767,1464,NA,7692
2007-12-08,4674,6283,7142,7147,96,810,1564,NA,5987
2007-12-09,4598,5774,6140,7706,96,858,1508,NA,4224
2007-12-10,4594,5572,5660,6940,112,872,1479,NA,4737
2007-12-11,4594,5496,5330,6383,138,861,1477,NA,4581
2007-12-12,4560,5458,5240,6045,150,847,1483,NA,4611
2007-12-13,4516,5505,5223,5666,152,835,1481,NA,5110
2007-12-14,4550,5517,5220,5398,152,858,1468,NA,4735
2007-12-15,4506,5509,5233,5387,144,854,1452,NA,5896
2007-12-16,4503,5473,5256,5428,138,841,1434,NA,5809
2007-12-17,4540,5563,5255,5415,137,835,1419,NA,6848
2007-12-18,4584,6502,5558,5619,137,855,1443,NA,15973
2007-12-19,4531,7430,6779,6248,133,873,1513,NA,15301
2007-12-20,4486,10212,7674,7893,132,896,1495,NA,17845
2007-12-21,4517,7060,9822,9213,134,900,1506,NA,9795
2007-12-22,4522,6222,7372,10340,139,881,1475,NA,6728
2007-12-23,4515,5949,6423,8620,142,872,1460,NA,6167
2007-12-24,4515,5777,6050,7607,137,862,1438,NA,6066
2007-12-25,4501,5745,5828,7115,134,850,1423,NA,5861
2007-12-26,4502,5687,5753,6815,133,846,1405,NA,5590
2007-12-27,4516,5659,5653,6656,131,818,1398,NA,5374
2007-12-28,4509,5685,5600,6418,130,809,1379,NA,5850
2007-12-29,4509,5799,5635,6270,130,803,1368,NA,6175
2007-12-30,4506,5999,5713,6263,131,793,1370,NA,5780
2007-12-31,4509,5845,5853,6453,132,751,1348,NA,6243
2008-01-01,4326,5623,5830,6565,133,701,1330,NA,5347
2008-01-02,4130,5395,5621,6505,129,667,1303,NA,6187
2008-01-03,4020,5433,5492,6397,123,669,1290,NA,11513
2008-01-04,NA,21023,7119,6828,122,859,NA,NA,52575
2008-01-05,4023,16436,33639,14548,107,947,NA,NA,33804
2008-01-06,4005,10656,16515,23908,105,1268,NA,NA,21062
2008-01-07,4012,8272,11858,19150,105,1700,NA,NA,15857
2008-01-08,4012,11653,9490,14579,106,1534,NA,NA,18666
2008-01-09,4010,13150,15009,12517,108,1388,2333,NA,17630
2008-01-10,4013,11711,13573,16779,109,1230,2122,NA,18410
2008-01-11,4021,10049,13266,15617,111,1116,1985,NA,15984
2008-01-12,4013,8274,11411,15308,113,1010,1855,NA,14011
2008-01-13,4006,7668,9805,13408,114,939,1746,NA,12555
2008-01-14,3921,6967,8872,11988,115,889,1647,NA,11115
2008-01-15,3813,6462,8078,10833,115,852,1580,NA,10348
2008-01-16,3709,5996,7437,9914,116,818,1536,NA,9510
2008-01-17,3609,5766,6838,9058,117,777,1486,NA,8518
2008-01-18,3515,5566,6521,8291,103,749,1467,NA,8654
2008-01-19,3500,5359,6246,7908,95,740,1509,NA,7939
2008-01-20,3436,5336,5987,7430,95,738,1501,NA,8304
2008-01-21,3501,5986,5928,7094,105,732,1497,NA,8515
2008-01-22,3533,5955,6617,7010,113,748,1541,NA,7939
2008-01-23,3538,5566,6804,7762,129,776,1686,NA,6661
2008-01-24,3498,5684,6348,7749,135,1344,1979,NA,7009
2008-01-25,3521,11654,7459,7753,132,2460,3670,NA,15441
2008-01-26,3505,30169,34035,13227,137,2638,4282,NA,40802
2008-01-27,3409,14726,46335,25913,140,2432,4155,NA,25404
2008-01-28,3318,12670,27609,25625,126,2182,3905,NA,25821
2008-01-29,3261,9355,21646,24550,121,2455,4520,NA,18092
2008-01-30,3260,9072,17355,22542,121,2452,4145,NA,15297
2008-01-31,3305,14302,16227,20471,123,2294,3501,NA,23898
2008-02-01,3274,18775,23237,19875,133,1952,3223,NA,26285
2008-02-02,3262,11496,21326,24092,150,1602,2931,NA,20910
2008-02-03,3262,29753,21280,22271,187,1425,2770,NA,38776
2008-02-04,3255,11479,28881,24371,210,1489,2768,NA,17802
2008-02-05,3256,8699,15398,23521,212,1908,3098,NA,14301
2008-02-06,3259,7518,12582,19054,217,2152,3006,NA,11608
2008-02-07,3260,6975,10873,15979,224,1955,3023,NA,10817
2008-02-08,3255,6708,9857,14113,230,1597,2901,NA,10545
2008-02-09,3259,6501,9343,12963,237,1342,2674,NA,9995
2008-02-10,3260,6410,8988,12263,243,1208,2473,NA,11313
2008-02-11,3263,6383,8842,11808,264,1095,NA,NA,10649
2008-02-12,3258,6422,8740,11513,289,1030,2250,NA,11664
2008-02-13,3253,6407,9155,11338,300,1011,2132,NA,12219
2008-02-14,3263,6272,9589,11217,303,952,2078,NA,12838
2008-02-15,3267,5980,9290,11088,314,899,1970,NA,10635
2008-02-16,3265,5796,8849,10629,327,843,1928,NA,10460
2008-02-17,3260,5714,8579,10200,339,815,1867,NA,10642
2008-02-18,3252,5667,8468,9879,349,764,1808,NA,10139
2008-02-19,3255,5670,8403,9687,370,761,1768,NA,10338
2008-02-20,3271,5640,8453,9594,408,806,1267,NA,10338
2008-02-21,3264,5757,8483,9525,407,847,844,NA,14046
2008-02-22,3262,9428,10821,9966,382,1089,878,NA,18848
2008-02-23,3257,8433,16232,13196,340,1299,988,NA,18981
2008-02-24,3395,23780,19934,16663,290,1161,2175,NA,53612
2008-02-25,3312,16529,37844,23071,260,1448,2246,NA,39709
2008-02-26,3269,9942,23560,25233,254,2155,3042,NA,25102
2008-02-27,3265,8341,17310,22863,254,2193,3113,NA,19692
2008-02-28,3433,7720,14408,19158,256,2073,2894,NA,18750
2008-02-29,3271,7358,12805,16637,267,1863,2711,NA,16842
2008-03-01,3263,7006,11587,14750,279,1579,2502,NA,16519
2008-03-02,3244,6715,11020,13533,297,1463,2312,NA,16608
2008-03-03,3264,6436,10422,12692,316,1379,2199,NA,15181
2008-03-04,3263,6234,9655,11967,306,1288,2131,NA,14737
2008-03-05,3263,6090,9247,11175,271,1312,2029,NA,13164
2008-03-06,3270,5870,9077,10700,268,1309,1985,NA,11653
2008-03-07,3179,5783,8835,10254,308,1324,1970,NA,11321
2008-03-08,3208,5662,8562,9797,313,1282,1944,NA,11508
2008-03-09,3248,5623,8350,9390,319,1197,2015,NA,11223
2008-03-10,3290,5557,8245,9115,330,1158,2006,NA,10718
2008-03-11,3322,5586,8214,8974,323,1125,1980,NA,10383
2008-03-12,3295,5644,8115,8870,315,1100,1941,NA,11049
2008-03-13,3314,5697,8020,8614,298,1111,1848,NA,11049
2008-03-14,3332,5898,8328,8550,266,1060,1915,NA,11808
2008-03-15,3297,5771,8415,8855,243,1037,1866,NA,11663
2008-03-16,3268,5558,8101,8838,197,1050,1905,NA,11642
2008-03-17,3339,5409,7722,8478,199,997,1939,NA,10403
2008-03-18,3263,5289,7351,8040,184,979,1910,NA,11040
2008-03-19,3278,5299,7074,7662,169,956,2087,NA,10116
2008-03-20,3450,5495,7063,7413,148,945,2242,NA,11055
2008-03-21,3425,5522,7221,7319,131,978,2271,NA,10412
2008-03-22,3317,5327,7121,7251,128,956,2318,NA,10658
2008-03-23,3345,5264,6895,7206,126,971,2387,NA,11430
2008-03-24,3281,5196,6842,6988,120,991,2417,NA,9409
2008-03-25,3258,5205,6799,6827,117,977,2369,NA,10011
